Date,Open,High,Low,Close,Volume,fng_value,GDELT_Tone,Funding_Rate,Future_15d_Min,Max_Drop_Percent,Target_Crash,SMA_7,SMA_14,Volume_Ratio_7d,BB_Middle,BB_Std,BB_Upper,BB_Lower,BB_Width_Percent,RSI_14,FNG_Momentum_3d,FNG_Momentum_7d,GDELT_Tone_Momentum_3d,Funding_Rate_7d_Avg
2023-06-22,29995.935546875,30495.998046875,29679.158203125,29912.28125,20653160491,65,0.4525,9.745333333333334e-05,29909.337890625,-9.839969577713167e-05,0,27756.063895089286,26791.894949776786,1.147221298840061,26756.691015625,1303.6893958838177,29364.069807392636,24149.312223857367,0.6051269275370058,74.45302439885367,18.0,24.0,-0.30589999999999995,5.5979523809523805e-05
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875,24115570085,65,0.4771,0.0001,29909.337890625,-0.0256106484568671,0,28380.06473214286,27092.973074776786,1.261554449570629,26937.7080078125,1573.6270389950307,30084.962085802563,23790.453929822437,0.5969903682811853,77.31482583085051,16.0,18.0,-0.2991,6.789e-05
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125,12147822496,62,0.8679,0.0001,29909.337890625,-0.0209291236609173,0,28956.924665178572,27428.50558035714,0.630504264758696,27109.189453125,1769.150254299484,30647.489961723968,23570.888944526032,0.4860392511908087,82.47058661520545,3.0,15.0,0.1794,6.912285714285713e-05
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875,12703464114,64,0.8192,0.0001,29909.337890625,-0.0187309358887097,0,29548.931640625,27752.797991071428,0.6443523569609613,27345.19765625,1890.391799104313,31125.981254458624,23564.414058041373,0.4146050654665117,81.47201414131786,-1.0,15.0,0.3667,7.453047619047619e-05
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375,16493186997,55,0.6143,0.0001,29909.337890625,-0.0119517493558702,0,30037.517578125,28064.84305245536,0.8149278061612824,27496.8150390625,1999.8427094227272,31496.500457907954,23497.12962021705,0.3468167530427094,79.5802578133658,-10.0,8.0,0.13719999999999993,8.06604761904762e-05
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625,16428827944,59,0.5962,0.0001,29909.337890625,-0.02537871507363,0,30374.756975446428,28405.517020089286,0.8462934505444677,27713.92333984375,2101.4488102599903,31916.82096036373,23511.02571932377,0.3538321642829214,80.63152893031601,-3.0,10.0,-0.27170000000000005,9.432476190476191e-05
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375,14571500779,62,0.6722,7.966666666666667e-05,29909.337890625,-0.0058800357669662,0,30383.178292410714,28759.914899553572,0.870954047085828,27892.8248046875,2145.2484488576715,32183.321702402845,23602.327906972158,0.2556138998993891,82.67183450302446,-2.0,3.0,-0.14700000000000002,9.673142857142857e-05
2023-06-29,30086.1875,30796.25,30057.203125,30445.3515625,13180860821,54,0.778,8.624666666666668e-05,29909.337890625,-0.0176057639135695,0,30459.331194196428,29107.69754464286,0.841526705089131,28091.0736328125,2190.578554685681,32472.23074218386,23709.916523441138,0.26868220779524954,82.45787088128851,-1.0,-11.0,0.16370000000000007,9.51304761904762e-05
2023-06-30,30441.353515625,31256.86328125,29600.275390625,30477.251953125,26387306197,56,0.8911,0.0001,29909.337890625,-0.0186340311578442,0,30428.157366071428,29404.11104910714,1.6504891654212996,28322.37421875,2185.852209854623,32694.078638459247,23950.669799040752,0.24645739138492773,80.59748779091268,-3.0,-9.0,0.29490000000000005,9.513047619047619e-05
2023-07-01,30471.84765625,30641.2890625,30328.865234375,30590.078125,9086606733,59,0.948,0.0001,29909.337890625,-0.0222536284998454,0,30434.069196428572,29695.496930803572,0.5843382861198579,28554.8697265625,2166.3398546253256,32887.549435813155,24222.19001731185,0.23486716478166494,80.39398527226405,-3.0,-3.0,0.27579999999999993,9.513047619047619e-05
2023-07-02,30587.26953125,30766.140625,30264.01953125,30620.76953125,10533418042,63,0.967,0.0001,29909.337890625,-0.0232336303599081,0,30454.141741071428,30001.536690848214,0.69115810023021,28790.783203125,2118.6802299292785,33028.14366298356,24553.42274326644,0.2159347010315573,82.62137698131221,9.0,-1.0,0.18899999999999995,9.513047619047619e-05
2023-07-03,30624.515625,31375.61328125,30586.513671875,31156.439453125,15271884873,62,0.496,0.0001,29856.5625,-0.0417209724840564,0,30580.614397321428,30309.065987723214,1.0136808569688136,29052.66875,2068.0942535415993,33188.8572570832,24916.4802429168,0.25431272045777226,82.67638729783766,6.0,7.0,-0.3951,9.513047619047619e-05
2023-07-04,31156.865234375,31325.197265625,30659.35546875,30777.58203125,12810828427,64,0.7739,0.0001,29856.5625,-0.0299250126379272,0,30593.38839285714,30484.072684151786,0.8805349620442832,29335.3140625,1880.8129905193878,33096.94004353878,25573.688081461227,0.19170805072328256,72.31272189138616,5.0,5.0,-0.17409999999999992,9.513047619047619e-05
2023-07-05,30778.724609375,30877.330078125,30225.61328125,30514.166015625,12481622280,61,0.7219,0.0001,29792.015625,-0.0236660700559608,0,30654.51981026786,30518.849051339286,0.8758811256309962,29582.20263671875,1674.1506742886575,32930.50398529606,26233.901288141435,0.13916957912140127,56.00486021814132,-2.0,-1.0,-0.24509999999999998,9.803523809523808e-05
2023-07-06,30507.150390625,31460.052734375,29892.2265625,29909.337890625,21129219509,56,0.9156,6.404e-05,29792.015625,-0.0039225965500819,0,30577.946428571428,30518.638811383928,1.3732898769210617,29761.29638671875,1488.9951461157168,32739.286678950182,26783.306094487318,0.02485594131929176,49.96761105410867,-6.0,2.0,0.4196,9.486285714285714e-05
2023-07-07,29907.998046875,30434.64453125,29777.28515625,30342.265625,13384770155,55,0.7315,1.4203333333333332e-05,29771.802734375,-0.0188009325893903,0,30558.662667410714,30493.410016741072,0.9893877883426864,29952.87587890625,1280.6651490649635,32514.206177036176,27391.54558077632,0.07601318470680095,45.78869514754471,-9.0,-1.0,-0.04239999999999999,8.260619047619049e-05
2023-07-08,30346.921875,30374.4375,30080.16015625,30292.541015625,7509378699,58,1.0433,2.691333333333333e-05,29771.802734375,-0.0171903136478845,0,30516.157366071428,30475.11328125,0.5644868722851868,30150.69228515625,957.3663402444462,32065.42496564514,28235.959604667358,0.03704139275267738,46.873469823671236,-3.0,-1.0,0.3213999999999999,7.216523809523809e-05
2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,7903327692,55,0.9404,6.227e-05,29176.916015625,-0.0329558395595142,0,30451.938058035714,30453.039899553572,0.6113676995876145,30316.7025390625,560.8224192347378,31438.347377531973,29195.057700593024,-0.06484591159042609,46.27618312418214,-1.0,-8.0,0.024800000000000044,6.677523809523809e-05
2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,14828209155,56,0.8056,1.8876666666666665e-05,29176.916015625,-0.0406896670857679,0,30345.942522321428,30463.278459821428,1.152698633157802,30421.05166015625,308.7090609013098,31038.46978195887,29803.633538353628,-0.005329416807555561,51.71318096550668,1.0,-6.0,0.07409999999999994,5.518619047619047e-05
2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,12151839152,57,0.6929,6.743e-05,29176.916015625,-0.0471584030210116,0,30323.56668526786,30458.4775390625,0.9516101172837895,30450.734375,297.18150701397906,31045.097389027957,29856.371360972043,0.14319262206564023,49.1541055365984,-1.0,-7.0,-0.35039999999999993,5.053333333333333e-05
2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,14805659717,64,0.552,6.056666666666666e-05,29176.916015625,-0.0399692221141924,0,30306.063895089286,30480.291852678572,1.1300501721634735,30474.70263671875,269.511270510433,31013.725177739616,29935.680095697884,-0.07704330155325995,54.24134763996461,9.0,3.0,-0.38839999999999997,4.49e-05
2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,23686079548,57,0.4993,1.838e-05,29176.916015625,-0.0730438825106168,0,30529.879743303572,30553.9130859375,1.7588188301593124,30513.731640625,348.1969670250236,31210.125574675047,29817.337706574952,0.6909287548668125,61.913998915425296,1.0,1.0,-0.30629999999999996,3.837714285714285e-05
2023-07-14,31474.720703125,31582.25390625,29966.38671875,30334.068359375,20917902660,60,0.4901,0.0001,29176.916015625,-0.03814695510147,0,30528.70870535714,30543.685686383928,1.4383287965434641,30503.00029296875,350.36331736094905,31203.726927690648,29802.273658246853,-0.1205405397932362,48.6829217111849,3.0,5.0,-0.20279999999999998,5.063380952380951e-05
2023-07-15,30331.783203125,30407.78125,30263.462890625,30295.806640625,8011667756,56,0.7978,-4.406666666666667e-06,29176.916015625,-0.0369321945532762,0,30529.175223214286,30522.66629464286,0.5481828512470925,30493.7775390625,353.4078910679582,31200.593321198416,29786.961756926583,-0.14004419782425762,47.255487222196116,-8.0,-2.0,0.2457999999999999,4.61595238095238e-05
2023-07-16,30297.47265625,30437.560546875,30089.669921875,30249.1328125,8516564470,57,0.9311,4.782666666666667e-05,29176.916015625,-0.0354461995165667,0,30540.303571428572,30496.12081473214,0.5792572359234011,30492.67763671875,354.170707759957,31201.019052238662,29784.336221198835,-0.17191203202483213,46.54424531248865,0.0,2.0,0.4318,4.409619047619047e-05
2023-07-17,30249.626953125,30336.400390625,29685.783203125,30145.888671875,13240156074,54,0.6442,5.1080000000000006e-05,29176.916015625,-0.0321427796273266,0,30501.934709821428,30423.938616071428,0.9146473106876114,30465.5638671875,359.1397197673865,31183.843306722272,29747.284427652725,-0.2225284323323738,39.781360673519096,-6.0,-2.0,0.15410000000000001,4.8696666666666664e-05
2023-07-18,30147.0703125,30233.65625,29556.427734375,29856.5625,13138897269,56,0.533,6.086e-05,29151.958984375,-0.0235996195350687,0,30392.736328125,30358.151506696428,0.8988960393517815,30454.0796875,375.219822749986,31204.519332999975,29703.64004200003,-0.3981114211402779,40.514953226664225,0.0,-1.0,-0.2647999999999999,4.7758095238095235e-05
2023-07-19,29862.046875,30184.181640625,29794.26953125,29913.923828125,12128602812,50,0.9151,7.638000000000001e-05,29151.958984375,-0.0254719122816513,0,30324.490234375,30315.27706473214,0.8520707542285064,30427.50830078125,394.20671792681685,31215.921736634882,29639.094864927618,-0.3257075851961992,43.544475990182825,-7.0,-14.0,-0.016000000000000014,5.0017142857142856e-05
2023-07-20,29915.25,30195.53125,29638.095703125,29792.015625,14655207121,56,0.6677,5.952e-05,29074.091796875,-0.0240978602173715,0,30083.9140625,30306.896902901786,1.1321883248679727,30393.246484375,418.6745288764214,31230.59554212784,29555.897426622156,-0.3590085005818814,48.59195438671995,2.0,-1.0,0.023499999999999965,5.58942857142857e-05
2023-07-21,29805.111328125,30045.998046875,29733.8515625,29908.744140625,10972789818,50,0.4251,2.457e-05,29042.126953125,-0.0289753786860905,0,30023.153459821428,30275.931082589286,0.9522170723774405,30359.17978515625,429.397857954529,31217.97550106531,29500.384069247193,-0.26224842310400515,44.36976230855903,-6.0,-10.0,-0.10790000000000005,4.511857142857142e-05
2023-07-22,29908.697265625,29991.615234375,29664.12109375,29771.802734375,7873300598,52,0.733,1.1053333333333331e-05,29041.85546875,-0.0245180741031241,0,29948.295758928572,30238.735491071428,0.6844178770153867,30316.7314453125,443.89503627226946,31204.52151785704,29428.94137276796,-0.30690178218351355,43.386873060346545,2.0,-4.0,-0.18210000000000004,4.732714285714285e-05
2023-07-23,29790.111328125,30330.640625,29741.52734375,30084.5390625,9220145050,54,0.8136,7.426666666666666e-05,29041.85546875,-0.034658453353194,0,29924.782366071428,30232.54296875,0.7945553545410529,30263.13642578125,399.68201197271225,31062.500449726675,29463.772401835824,-0.11171215987413677,48.950060458805694,-2.0,-3.0,0.14590000000000003,5.110428571428572e-05
2023-07-24,30081.662109375,30093.39453125,28934.294921875,29176.916015625,15395817395,55,0.5184,8.112666666666668e-05,29041.85546875,-0.0046290206546391,0,29786.35770089286,30144.14620535714,1.29245106280303,30183.103125,448.5228631719603,31080.14885134392,29286.05739865608,-0.5608337901992508,37.089904572204915,5.0,1.0,0.0933,5.539666666666667e-05
2023-07-25,29178.970703125,29353.16015625,29062.43359375,29227.390625,10266772793,50,0.6357,8.026666666666666e-05,29041.85546875,-0.0063479890706117,0,29696.476004464286,30044.60616629464,0.8926227420954543,30118.76435546875,488.9987954340321,31096.761946336814,29140.766764600685,-0.4557136637103429,34.97336073428254,-2.0,-6.0,-0.09729999999999994,5.816904761904761e-05
2023-07-26,29225.759765625,29675.552734375,29113.912109375,29354.97265625,13497554655,51,0.2668,8.406333333333333e-05,29041.85546875,-0.0106665807925163,0,29616.625837053572,29970.558035714286,1.1538965663773038,30091.04609375,516.4366212577883,31123.919336265575,29058.172851234423,-0.3563232191528571,38.57091486168442,-3.0,1.0,-0.5468,5.9266666666666666e-05
2023-07-27,29353.798828125,29560.966796875,29099.3515625,29210.689453125,10770779217,51,-0.5697,3.2806666666666665e-05,29041.85546875,-0.0057798698879029,0,29533.579241071428,29808.746651785714,0.9666435928845237,30034.46728515625,548.4582324413095,31131.38375003887,28937.55082027363,-0.3754970676456217,18.494010987100594,-4.0,-5.0,-1.0880999999999998,5.545047619047618e-05
2023-07-28,29212.1640625,29521.513671875,29125.845703125,29319.24609375,11218474952,52,0.3456,7.016e-05,29041.85546875,-0.0094610422148314,0,29449.365234375,29736.259347098214,1.003661421120933,29985.8025390625,567.2137058487758,31120.22995076005,28851.37512736495,-0.2937854103485871,30.192415166008303,2.0,2.0,-0.2901,6.196333333333332e-05
2023-07-29,29319.4453125,29396.84375,29264.166015625,29356.91796875,6481775959,52,0.8799,7.365666666666667e-05,29041.85546875,-0.0107321381738838,0,29390.09598214286,29669.195870535714,0.5903923537110587,29945.08671875,582.2303600210623,31109.547438792124,28780.625998707877,-0.2525498455537102,31.67028778553012,1.0,0.0,0.6131,7.090666666666666e-05
2023-07-30,29357.09375,29443.169921875,29059.501953125,29275.30859375,8678454527,52,1.083,6.022666666666667e-05,29041.85546875,-0.0079744035576055,0,29274.491629464286,29599.63699776786,0.7960880178378035,29888.12861328125,589.5693587537014,31067.26733078865,28708.989895773848,-0.2598591711188563,31.244094085358142,1.0,-2.0,1.6526999999999998,6.890095238095238e-05
2023-07-31,29278.314453125,29489.873046875,29131.578125,29230.111328125,11656781982,50,0.2984,5.99e-05,29041.85546875,-0.0064404769883261,0,29282.090959821428,29534.22433035714,1.124387569136158,29818.58662109375,580.5389790837319,30979.664579261214,28657.508662926284,-0.25341764901710073,31.958681171197796,-2.0,-5.0,-0.04720000000000002,6.586857142857143e-05
2023-08-01,29230.873046875,29675.732421875,28657.0234375,29675.732421875,18272392391,53,-0.0969,7.689333333333333e-05,28701.779296875,-0.0328198512897382,0,29346.139787946428,29521.30789620536,1.587400808385041,29782.79091796875,565.2138713313584,30913.218660631464,28652.363175306033,-0.04735309124737725,46.64420407994613,1.0,3.0,-0.9768,6.538666666666667e-05
2023-08-02,29704.146484375,29987.998046875,28946.509765625,29151.958984375,19212655598,53,0.3105,0.0001,26664.55078125,-0.0853255935375805,0,29317.137834821428,29466.8818359375,1.5585414333863667,29666.58642578125,418.68368820475,30503.95380219075,28829.21904937175,-0.30728892473270913,37.946291190286985,1.0,2.0,-0.7725,6.766333333333333e-05
2023-08-03,29161.8125,29375.70703125,28959.48828125,29178.6796875,12780357746,52,0.4599,0.0001,26049.556640625,-0.1072400492547132,1,29312.565011160714,29423.072126116072,1.0131551451576029,29608.8169921875,401.0774494728433,30410.971891133187,28806.662093241815,-0.2681136182381067,39.996215466128426,2.0,1.0,0.16149999999999998,7.726238095238093e-05
2023-08-04,29174.3828125,29302.078125,28885.3359375,29074.091796875,12036639988,54,0.4281,9.372e-05,26049.556640625,-0.1040285343177973,1,29277.54296875,29363.4541015625,0.945437279368701,29547.73125,383.59423384248527,30314.91971768497,28780.54278231503,-0.3086852012740963,36.33231627359546,1.0,2.0,0.525,8.062809523809523e-05
2023-08-05,29075.388671875,29102.46484375,28957.796875,29042.126953125,6598366353,50,0.6974,8.060333333333333e-05,26049.556640625,-0.1030423948400925,1,29232.572823660714,29311.334402901786,0.5176021601614047,29487.38095703125,361.76283190565096,30210.906620842554,28763.85529321995,-0.3076974502609869,37.62591233864739,-3.0,-2.0,0.3869,8.162047619047618e-05
2023-08-06,29043.701171875,29160.822265625,28963.833984375,29041.85546875,7269806994,49,0.9038,0.0001,26049.556640625,-0.1030340100461147,1,29199.22237723214,29236.857003348214,0.579419180302766,29432.179296875,339.54231338042206,30111.263923635845,28753.09467011416,-0.28738968071387655,30.22176941315945,-3.0,-3.0,0.4439000000000001,8.730238095238094e-05
2023-08-07,29038.513671875,29244.28125,28724.140625,29180.578125,13618163710,49,0.1215,9.223e-05,26031.65625,-0.1079115657514067,1,29192.14620535714,29237.118582589286,1.0616868576814789,29398.380078125,328.54103098482284,30055.462140094645,28741.298016155353,-0.16573421017773932,50.09807275272173,-5.0,-1.0,-0.3066,9.192095238095238e-05
2023-08-08,29180.01953125,30176.796875,29113.814453125,29765.4921875,17570561357,54,0.3557,8.360000000000001e-05,26031.65625,-0.1254417670630026,1,29204.96902901786,29275.55440848214,1.3806116309190566,29390.95849609375,317.782556977135,30026.52361004802,28755.39338213948,0.29464620003765457,61.20355640572695,4.0,1.0,-0.3417,9.287904761904762e-05
2023-08-09,29766.6953125,30093.435546875,29376.80078125,29561.494140625,18379521213,50,0.3994,8.838e-05,26031.65625,-0.1194066130024905,1,29263.474051339286,29290.30594308036,1.4578092536035274,29379.432421875,306.44892203662874,29992.330265948258,28766.534577801744,0.14852533787689273,54.16728082157769,1.0,-3.0,-0.5044000000000001,9.121904761904762e-05
2023-08-10,29563.97265625,29688.564453125,29354.447265625,29429.591796875,11865344789,53,0.7566,9.425666666666668e-05,26031.65625,-0.1154598259577563,1,29299.31863839286,29305.941824776786,0.9509838666024,29355.4748046875,280.52334675323215,29916.521498193964,28794.428111181034,0.06605242758341526,54.439288243598014,4.0,1.0,0.6351,9.039857142857144e-05
2023-08-11,29424.90234375,29517.7734375,29253.517578125,29397.71484375,10195168197,51,0.7202,9.041e-05,26008.462890625,-0.1152896397267272,1,29345.55050223214,29311.546735491072,0.8347220794696513,29336.77041015625,263.2421140684722,29863.254638293194,28810.286182019303,0.05787868879701653,51.642408276795834,-3.0,-3.0,0.36449999999999994,8.992571428571429e-05
2023-08-12,29399.787109375,29465.11328125,29357.587890625,29415.96484375,6194358008,54,0.8282,9.768333333333331e-05,26008.462890625,-0.1158385241220123,1,29398.955915178572,29315.76436941964,0.5095665289329601,29303.34169921875,197.53694236120668,29698.41558394116,28908.267814496336,0.1425342814172377,51.2460247721199,4.0,4.0,0.42880000000000007,9.236571428571429e-05
2023-08-13,29416.59375,29441.43359375,29265.806640625,29282.9140625,7329897180,54,0.6714,8.212333333333333e-05,26008.462890625,-0.1118212198719763,1,29433.39285714286,29316.3076171875,0.6025538918263132,29308.6416015625,195.37657079862686,29699.394743159755,28917.888459965245,-0.0329204506934164,50.15708250906028,1.0,5.0,-0.08520000000000005,8.981190476190477e-05
2023-08-14,29283.263671875,29660.25390625,29124.10546875,29408.443359375,14013695304,50,0.4401,0.0001,26008.462890625,-0.1156123915571387,1,29465.94503348214,29329.04561941964,1.14666901612752,29317.69423828125,195.6080599139202,29708.91035810909,28926.478118453408,0.1159833612348165,53.56495284263857,-1.0,1.0,-0.28009999999999996,9.092190476190475e-05
2023-08-15,29408.048828125,29439.12109375,29088.853515625,29170.34765625,12640195779,53,0.7767,0.0001,26008.462890625,-0.1083937978006079,1,29380.924386160714,29292.946707589286,1.097536187708008,29308.46298828125,198.09683493595907,29704.65665815317,28912.269318409333,-0.1743028000370393,38.982997446253385,-1.0,-1.0,-0.0515000000000001,9.326476190476189e-05
2023-08-16,29169.07421875,29221.9765625,28701.779296875,28701.779296875,14949271904,52,0.8024,0.0001,25931.47265625,-0.0965203798681089,0,29258.107979910714,29260.791015625,1.3557158710437485,29283.01748046875,239.6445530260299,29762.30658652081,28803.72837441669,-0.6063544698328855,39.944402175051124,-2.0,2.0,0.131,9.492476190476188e-05
2023-08-17,28699.802734375,28745.947265625,25409.111328125,26664.55078125,31120851211,50,0.4471,0.0001,25800.724609375,-0.0323960519328315,0,28863.102120535714,29081.210379464286,2.2587950402485397,29150.28271484375,632.1994066870012,30414.681528217752,27885.883901469748,-0.9829698933996406,20.414779716364478,0.0,-3.0,0.007000000000000006,9.574523809523809e-05
2023-08-18,26636.078125,26808.1953125,25668.921875,26049.556640625,24026236529,37,-0.1984,5.04e-05,25800.724609375,-0.0095522559052671,0,28384.793805803572,28865.17215401786,1.5251363341644586,28984.9146484375,935.2375948596017,30855.389838156705,27114.439458718298,-0.7846556917585094,18.22544849876641,-16.0,-14.0,-0.9751,9.00295238095238e-05
2023-08-19,26047.83203125,26249.44921875,25802.408203125,26096.205078125,10631443812,39,0.6242,-1.9606666666666663e-05,25800.724609375,-0.0113227370748126,0,27910.542410714286,28654.749162946428,0.6487583823812776,28825.95947265625,1132.619162963356,31091.19779858296,26560.72114672954,-0.602531390028134,19.146517182325994,-13.0,-15.0,-0.17820000000000003,7.327380952380953e-05
2023-08-20,26096.861328125,26260.681640625,26004.314453125,26189.583984375,9036580420,37,0.9722,-2.542e-05,25800.724609375,-0.0148478637626316,0,27468.638113839286,28451.015485491072,0.5433516598856788,28673.93310546875,1271.1079680932137,31216.14904165518,26131.71716928232,-0.48861882378499194,20.698800353934715,-13.0,-17.0,0.5250999999999999,5.791047619047619e-05
2023-08-21,26188.69140625,26220.201171875,25846.087890625,26124.140625,13371557893,38,0.1208,-1.2e-05,25779.982421875,-0.0131739530905621,0,26999.452008928572,28232.69852120536,0.8084645699308608,28496.353515625,1368.1671080023816,31232.68773162976,25760.01929962024,-0.4334654876494941,18.121456968644083,1.0,-12.0,0.3192,4.191047619047619e-05
2023-08-22,26130.748046875,26135.5078125,25520.728515625,26031.65625,14503820706,37,0.4922,2.706666666666667e-06,25753.236328125,-0.0106954363257236,0,26551.067522321428,27965.995954241072,0.8630308562853123,28340.33837890625,1464.021913407132,31268.382205720514,25412.294552091986,-0.39423626582429183,6.597930748267075,-2.0,-16.0,-0.13199999999999995,2.8011428571428573e-05
2023-08-23,26040.474609375,26786.8984375,25804.998046875,26431.640625,16985265785,37,0.4225,9.886666666666666e-06,25753.236328125,-0.025666371092884,0,26226.76199776786,27742.434988839286,0.9934916153052501,28202.98642578125,1509.3889122722242,31221.7642503257,25184.2086012368,-0.29338790459820563,15.204020346664564,0.0,-15.0,-0.5497,1.5138095238095235e-05
2023-08-24,26431.51953125,26554.91015625,25914.92578125,26162.373046875,12871532023,41,0.5561,1.528e-05,25753.236328125,-0.0156383642270122,0,26155.022321428572,27509.06222098214,0.8883356911350401,28057.40048828125,1560.5028874319203,31178.40626314509,24936.394713417412,-0.3035924279071426,14.753406843100223,3.0,-9.0,0.4353,3.0352380952380916e-06
2023-08-25,26163.6796875,26248.103515625,25786.8125,26047.66796875,12406045118,39,0.5142,2.4536666666666665e-05,25753.236328125,-0.0113035700922722,0,26154.752511160714,27269.77315848214,0.9669963942260779,27907.6775390625,1604.0936993735133,31115.86493780953,24699.490140315473,-0.2898848070781239,14.494379045352659,2.0,2.0,0.021999999999999964,-6.595238095238133e-07
2023-08-26,26047.234375,26107.384765625,25983.87890625,26008.462890625,6034817316,38,0.7135,3.75e-05,25753.236328125,-0.009813212090746,0,26142.217912946428,27026.38016183036,0.49576235146182296,27756.00791015625,1634.3322877526323,31024.672485661515,24487.34333465099,-0.26731788765158315,14.045145508015779,1.0,-1.0,0.29100000000000004,7.4985714285714235e-06
2023-08-27,26008.2421875,26165.373046875,25965.09765625,26089.693359375,6913768611,38,0.9111,1.7690000000000002e-05,25162.654296875,-0.0355327695780249,0,26127.947823660714,26798.29296875,0.5824797192377266,27601.463671875,1638.6664019775494,30878.7964758301,24324.130867919903,-0.23064034123656751,15.933627907383794,-3.0,1.0,0.355,1.3657142857142853e-05
2023-08-28,26089.615234375,26198.578125,25880.599609375,26106.150390625,11002805166,39,0.3658,2.851e-05,25162.654296875,-0.0361407591556976,0,26125.377790178572,26562.414899553572,0.954181024609671,27418.49658203125,1587.8275001721768,30594.151582375605,24242.841581686895,-0.20662606474317022,13.930585575937656,0.0,1.0,-0.14839999999999998,1.944428571428571e-05
2023-08-29,26102.486328125,28089.337890625,25912.62890625,27727.392578125,29368391712,39,0.2958,-2.1136666666666664e-05,25162.654296875,-0.0924983578612221,0,26367.625837053572,26459.3466796875,2.1507961348808746,27326.79150390625,1508.5285442747654,30343.848592455783,24309.734415356717,0.06638937588206878,37.89637375984985,1.0,2.0,-0.4177,1.6038095238095233e-05
2023-08-30,27726.083984375,27760.16015625,27069.20703125,27297.265625,16343655235,49,0.114,4.847666666666666e-05,25162.654296875,-0.078198723544311,0,26491.286551339286,26359.024274553572,1.2050175198452622,27220.1751953125,1425.1365764503455,30070.44834821319,24369.902042411806,0.01352334066807726,38.14235355923473,11.0,12.0,-0.7971,2.1550952380952376e-05
2023-08-31,27301.9296875,27456.078125,25752.9296875,25931.47265625,20181001451,52,-0.4226,5.957666666666668e-05,25162.654296875,-0.0296480793654308,0,26458.30078125,26306.661551339286,1.3815779034905993,27046.8630859375,1355.4491300273103,29757.76134599212,24335.964825882882,-0.2057234028519071,43.01958123736281,13.0,11.0,-0.7884,2.7879047619047616e-05
2023-09-01,25934.021484375,26125.869140625,25362.609375,25800.724609375,17202862221,40,0.1197,4.935e-05,25162.654296875,-0.0247307128834726,0,26423.02315848214,26288.887834821428,1.124923595654732,26866.10107421875,1260.6248326259513,29387.350739470654,24344.851408966846,-0.2112794459681774,47.38990017856572,1.0,1.0,-0.1761,3.1423809523809525e-05
2023-09-02,25800.91015625,25970.28515625,25753.09375,25868.798828125,10100387473,39,0.8721,1.639e-05,25162.654296875,-0.0272971519064993,0,26403.071149553572,26272.64453125,0.6363143272397564,26695.3953125,1141.677943621625,28978.751199743252,24412.03942525675,-0.18100474152826213,47.62531776100457,-10.0,1.0,0.7581,2.840809523809524e-05
2023-09-03,25869.47265625,26087.1484375,25817.03125,25969.56640625,8962524523,40,0.9291,2.6546666666666668e-05,25162.654296875,-0.0310714509727356,0,26385.91015625,26256.92898995536,0.5544076458710481,26523.45146484375,955.3187997414357,28434.08906432662,24612.81386536088,-0.14494770194611062,47.70601361701227,-12.0,2.0,1.3517000000000001,2.967333333333333e-05
2023-09-04,25968.169921875,26081.525390625,25657.025390625,25812.416015625,10680635106,40,0.6312,1.0333333333333332e-05,25162.654296875,-0.0251724487299709,0,26343.948102678572,26234.662946428572,0.6625736001572964,26355.5548828125,735.4115528935977,27826.377988599696,24884.731777025303,-0.18463772599520287,46.81082938857396,0.0,1.0,0.5115,2.707666666666666e-05
2023-09-05,25814.95703125,25858.375,25589.98828125,25779.982421875,11094740040,40,0.8421,1.798e-05,25162.654296875,-0.0239460258311185,0,26065.746651785714,26216.68624441964,0.8212607022009438,26209.4650390625,496.06041112193014,27201.58586130636,25217.344216818638,-0.216446730860938,47.3931618571413,1.0,1.0,-0.030000000000000027,3.26647619047619e-05
2023-09-06,25783.931640625,25953.015625,25404.359375,25753.236328125,12752705327,42,0.4762,3.6966666666666654e-06,25162.654296875,-0.0229323423171101,0,25845.171037946428,26168.22879464286,0.9812484578227194,26163.89931640625,493.9081312660811,27151.715578938412,25176.083053874085,-0.20786405521840512,42.38423519165978,2.0,-7.0,-0.4529,2.6267619047619048e-05
2023-09-07,25748.3125,26409.302734375,25608.201171875,26240.1953125,11088307100,41,0.2946,4.879e-05,25162.654296875,-0.0410645196345658,0,25889.274274553572,26173.787527901786,0.9479250181384347,26173.43125,493.4246210676171,27160.280492135236,25186.582007864767,0.033826880362973114,50.83292256840751,1.0,-11.0,-0.3366,2.4726666666666665e-05
